id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
29191606.0,Serviced apartment in Chicago · ★4.81 · 3 bedrooms · 5 beds · 2 baths,219977804,Jake,0.0,Bridgeport,41.84547,-87.64532,Entire home/apt,163.0,2,154,10-12-2023,2.48,5,0,19,R22000080542
29209840.0,Home in Chicago · ★5.0 · 2 bedrooms · 2 beds · 2 baths,90128865,Marty & Rob,0.0,Edgewater,41.98847,-87.67075,Private room,150.0,3,8,13-11-2023,0.14,3,137,2,R21000068268
30082951.0,Rental unit in Chicago · ★4.84 · 1 bedroom · 1 bed · 1 bath,17894286,Amanda,0.0,Logan Square,41.91997,-87.69397,Entire home/apt,106.0,2,103,05-11-2023,1.67,1,61,21,R18000036331
30088902.0,Loft in Chicago · ★4.87 · 1 bedroom · 2 beds · 1 private bath,51668477,Michael,0.0,Near North Side,41.88893,-87.63022,Private room,100.0,1,368,08-12-2023,5.97,8,0,73,R18000031600
29216241.0,Rental unit in Chicago · 2 bedrooms · 2 beds · 1 bath,52396703,Douglas,0.0,West Garfield Park,41.87475,-87.72419,Entire home/apt,120.0,32,0,0,0.0,1,0,0,City registration pending
29231503.0,Loft in Chicago · ★4.90 · 1 bedroom · 2 beds · 1 private bath,51668477,Michael,0.0,Near North Side,41.88873,-87.63055,Private room,100.0,1,511,11-12-2023,8.14,8,0,92,R18000031600
30089490.0,Guest suite in Chicago · ★4.94 · Studio · 2 beds · 1 bath,166472628,Marta,0.0,Jefferson Park,41.97932,-87.77409,Entire home/apt,81.0,1,186,03-12-2023,3.03,1,90,30,R18000036387
29256818.0,Guesthouse in Chicago · ★4.88 · 1 bedroom · 1 bed · 1 bath,6117206,Thibauld,0.0,North Center,41.95759,-87.67982,Entire home/apt,0.0,32,8,10-04-2019,0.13,1,0,0,City registration pending
29278548.0,Rental unit in Chicago · ★5.0 · Studio · 1 bed · 1 bath,106741386,Olivia,0.0,West Town,41.90407,-87.68955,Entire home/apt,0.0,32,6,05-04-2019,0.1,2,0,0,City registration pending
30121968.0,Rental unit in Chicago · ★4.75 · 3 bedrooms · 5 beds · 1 bath,37880875,Helen,0.0,North Center,41.94708,-87.67556,Entire home/apt,128.0,32,55,14-11-2023,0.95,1,23,1,R19000037795
29280135.0,Condo in Chicago · ★4.83 · 1 bedroom · 1 bed · 1 bath,106272773,"You Are Where I Go, LLC",0.0,West Town,41.90713,-87.66578,Entire home/apt,102.0,2,98,06-11-2023,1.76,1,351,28,R23000096728
30145370.0,Rental unit in Chicago · ★5.0 · 3 bedrooms · 3 beds · 1 bath,57550905,Joseph,0.0,Edgewater,41.98811,-87.66516,Entire home/apt,0.0,32,54,31-10-2020,0.88,1,0,0,R18000036366
29283596.0,Guesthouse in Chicago · ★4.90 · 2 bedrooms · 2 beds · 1 bath,104346599,Jordan,0.0,West Town,41.90125,-87.69439,Entire home/apt,99.0,3,143,01-10-2023,2.27,1,0,14,R18000034943
30148742.0,Rental unit in Chicago · ★4.95 · 2 bedrooms · 2 beds · 1 bath,2688507,Luke,0.0,Logan Square,41.91815,-87.70828,Entire home/apt,0.0,32,41,27-12-2019,0.68,1,0,0,City registration pending
29302275.0,Guest suite in Chicago · ★4.97 · 1 bedroom · 1 bed · 1 bath,130931381,Andrea & Kevin,0.0,Logan Square,41.91969,-87.68626,Entire home/apt,0.0,2,95,26-12-2021,1.51,1,0,0,R18000035085
30159168.0,Home in Chicago · 4 bedrooms · 3 beds · 3.5 baths,39047799,"Shariq, Ayesha, Zizou",0.0,Logan Square,41.92063,-87.6823,Entire home/apt,350.0,3,1,31-12-2021,0.04,1,0,0,R18000036304
29303339.0,Home in Chicago · ★4.93 · 4 bedrooms · 5 beds · 1.5 baths,220739455,Matt,0.0,Rogers Park,42.01227,-87.67041,Entire home/apt,0.0,32,15,21-08-2022,0.24,1,0,0,R22000079600
30175919.0,Rental unit in Chicago · ★4.93 · 2 bedrooms · 2 beds · 1 bath,22859587,Susan,0.0,North Center,41.9591,-87.6759,Entire home/apt,111.0,3,75,26-11-2023,3.08,2,87,26,R21000073678
30175946.0,Boutique hotel in Chicago · ★4.58 · 1 bedroom · 1 bed · 1 shared bath,57387860,Freehand,0.0,Near North Side,41.8923,-87.627335,Hotel room,23.0,1,48,06-09-2023,0.86,20,365,6,R18000024404
29303361.0,Home in Chicago · ★4.76 · 3 bedrooms · 3 beds · 2.5 baths,6780106,Chris And Keri,0.0,North Center,41.95241,-87.67599,Entire home/apt,0.0,2,42,27-09-2020,0.67,1,0,0,R18000034986
30204360.0,Guest suite in Chicago · ★4.93 · 2 bedrooms · 2 beds · 1 bath,51605018,Aleksandra,0.0,Portage Park,41.95619,-87.77117,Entire home/apt,105.0,1,332,26-11-2023,5.4,1,0,59,R23000095615
29308967.0,Serviced apartment in Chicago · ★4.50 · 1 bedroom · 1 bed · 1 bath,94883388,Winston,0.0,North Lawndale,41.86569,-87.69819,Entire home/apt,150.0,32,10,01-08-2021,0.17,2,89,0,R18000034899
29314167.0,Rental unit in Chicago · ★4.92 · 2 bedrooms · 2 beds · 1 bath,218772280,Rocky,0.0,Near West Side,41.87318,-87.68452,Entire home/apt,0.0,2,52,15-03-2020,0.83,1,0,0,R18000034922
30235492.0,Rental unit in Chicago · ★5.0 · 4 bedrooms · 4 beds · 1 bath,107486238,Ralph,0.0,East Garfield Park,41.87308,-87.71586,Entire home/apt,150.0,2,12,18-09-2023,0.84,1,90,9,R22000089612
30263091.0,Rental unit in Chicago · ★4.87 · 1 bedroom · 1 bed · 1 shared bath,48532103,Silvia,0.0,Norwood Park,41.98606,-87.77856,Private room,72.0,1,108,10-10-2023,1.78,2,0,10,R21000074298
29371285.0,Rental unit in Chicago · ★4.17 · 1 bedroom · 1 bed · 2 shared baths,220441747,Luiz,0.0,East Garfield Park,41.87341,-87.69506,Private room,23.0,2,219,03-12-2023,3.49,10,243,45,R21000070719
30268784.0,Rental unit in Chicago · ★4.97 · 1 bedroom · 2 beds · 1 bath,42235579,Tyler,0.0,West Town,41.91218,-87.68174,Entire home/apt,103.0,2,224,13-12-2023,7.72,1,148,81,R22000087329
29371395.0,Rental unit in Chicago · ★4.33 · 1 bedroom · 1 bed · 2 baths,220441747,Luiz,0.0,East Garfield Park,41.87459,-87.6933,Private room,23.0,2,138,24-11-2023,2.2,10,257,16,R21000070719
29371812.0,Rental unit in Chicago · ★4.21 · 1 bedroom · 1 bed · 2 baths,220441747,Luiz,0.0,East Garfield Park,41.87483,-87.69308,Private room,23.0,2,160,08-12-2023,2.55,10,245,22,R21000070719
30295107.0,Guest suite in Chicago · ★4.97 · Studio · 2 beds · 1 bath,115855112,Ben & Sam,0.0,Bridgeport,41.83302,-87.64656,Entire home/apt,61.0,4,171,14-12-2023,2.94,1,64,30,R18000037009
29391145.0,Rental unit in Chicago · ★4.87 · 2 bedrooms · 2 beds · 1 bath,11013693,Clemencia,0.0,Logan Square,41.92932,-87.70915,Entire home/apt,125.0,2,279,03-12-2023,4.46,2,0,48,R18000028398
30316138.0,Rental unit in Chicago · ★4.81 · 2 bedrooms · 2 beds · 1 bath,223262080,Kayode,0.0,Grand Boulevard,41.81781,-87.61329,Entire home/apt,160.0,3,139,22-10-2023,2.27,5,0,19,R19000042459
29392758.0,Rental unit in Chicago · ★4.92 · Studio · 1 bed · 1 bath,117498144,Dasha & Owen,0.0,Irving Park,41.94176,-87.72921,Entire home/apt,59.0,1,559,17-12-2023,8.93,5,0,89,R22000080970
29413045.0,Condo in Chicago · ★4.97 · 1 bedroom · 1 bed · 1 private bath,221566015,Molly,0.0,Kenwood,41.80816,-87.59339,Private room,100.0,2,88,09-10-2023,1.43,1,243,13,R18000035544
30325154.0,Home in Chicago · ★4.66 · 1 bedroom · 1 bed · 1 shared bath,153829791,Venisha,0.0,Washington Heights,41.72878,-87.65956,Private room,29.0,32,41,24-10-2021,0.67,3,53,0,R18000032637
30342585.0,Rental unit in Chicago · 1 bedroom · 1 bed · 1 bath,227834373,Kate,0.0,Near North Side,41.90346,-87.64723,Entire home/apt,0.0,32,0,0,0.0,1,0,0,City registration pending
30693617.0,Rental unit in Chicago · ★4.99 · 2 bedrooms · 3 beds · 1 bath,111477228,Jody,0.0,Portage Park,41.94184,-87.76282,Entire home/apt,92.0,2,169,29-11-2023,2.77,1,160,42,R21000060520
30350238.0,Rental unit in Chicago · ★4.93 · 2 bedrooms · 3 beds · 1 bath,227806313,Luisa,0.0,Logan Square,41.92409,-87.68815,Entire home/apt,178.0,3,102,27-11-2023,1.71,1,174,15,R19000037576
30719085.0,Guest suite in Chicago · ★4.85 · 2 bedrooms · 4 beds · 2 baths,51277433,Kanan,0.0,Near North Side,41.90104,-87.6336,Private room,285.0,2,13,19-06-2023,0.46,4,350,4,R17000015177
30735784.0,Rental unit in Chicago · ★4.79 · 1 bedroom · 1 bed · 1 bath,11404643,Alma,0.0,Edgewater,41.98628,-87.65477,Entire home/apt,114.0,3,118,31-10-2023,1.94,1,348,33,R23000100315
30365762.0,Rental unit in Chicago · ★4.90 · 3 bedrooms · 3 beds · 2 baths,74620805,Almir And Majda,0.0,Lincoln Square,41.96746,-87.68515,Entire home/apt,209.0,3,121,28-11-2023,1.98,2,165,28,R19000046358
30746416.0,Rental unit in Chicago · ★4.79 · 1 bedroom · 1 bed · 1 shared bath,43933909,Nat,0.0,West Town,41.90961,-87.66808,Private room,56.0,1,163,11-12-2023,2.68,20,15,13,R18000036961
30396840.0,Rental unit in Chicago · 1 bedroom · 1 bed · 1 bath,107434423,Blueground,0.0,Near North Side,41.898904,-87.62797,Entire home/apt,127.0,32,1,31-01-2021,0.03,643,323,0,32+ Days Listing
30755675.0,Rental unit in Chicago · ★4.86 · 1 bedroom · 1 bed · 1 shared bath,43933909,Nat,0.0,West Town,41.91126,-87.66975,Private room,58.0,1,169,10-12-2023,2.78,20,17,13,R18000036961
30417552.0,Rental unit in Chicago · ★4.72 · 1 bedroom · 1 bed · 2 shared baths,26250043,Justin,0.0,Lower West Side,41.84952,-87.68379,Private room,0.0,2,179,28-08-2022,2.93,4,0,0,R19000051169
30755892.0,Rental unit in Chicago · ★4.81 · 1 bedroom · 1 bed · 1 shared bath,43933909,Nat,0.0,West Town,41.91001,-87.67,Private room,59.0,1,178,03-12-2023,2.92,20,17,16,R18000036961
30771810.0,Rental unit in Chicago · ★4.91 · 3 bedrooms · 3 beds · 1 bath,86318831,Andrei,0.0,North Center,41.9425,-87.67816,Entire home/apt,119.0,32,181,31-08-2023,2.98,4,321,3,City registration pending
30774781.0,Loft in Chicago · ★5.0 · 1 bedroom · 1 bed · 1 bath,2082368,Jon,0.0,North Center,41.943,-87.67774,Entire home/apt,450.0,5,3,28-07-2019,0.05,1,212,0,2210878
30476352.0,Rental unit in Chicago · 1 bedroom · 1 bed · 1 bath,40611884,Jorge,0.0,Rogers Park,42.01203,-87.66995,Entire home/apt,0.0,32,1,18-03-2019,0.02,1,0,0,City registration pending
30791532.0,Rental unit in Chicago · 1 bedroom · 1 bed · 1 bath,49819547,Tiago,0.0,Rogers Park,42.0122,-87.66552,Entire home/apt,210.0,60,0,0,0.0,1,365,0,R18000036772
30477805.0,Rental unit in Chicago · ★4.82 · 3 bedrooms · 3 beds · 1 bath,20475301,Paige & Nathan,0.0,Logan Square,41.92059,-87.72375,Entire home/apt,88.0,32,262,04-12-2023,4.28,3,143,63,City registration pending
30811588.0,Home in Chicago · ★4.98 · 7 bedrooms · 10 beds · 7 baths,228406280,Carmen,0.0,Rogers Park,42.01651,-87.66575,Entire home/apt,1143.0,1,50,13-12-2023,0.94,2,6,12,2659042
30492373.0,Condo in Chicago · ★4.74 · 3 bedrooms · 4 beds · 1 bath,544270,Noah,0.0,Lake View,41.94868,-87.65625,Entire home/apt,112.0,1,158,12-12-2023,2.58,1,253,39,R22000085194
30504328.0,Rental unit in Chicago · ★4.75 · 1 bedroom · 1 bed · 2 shared baths,26250043,Justin,0.0,Lower West Side,41.84952,-87.68379,Private room,0.0,2,153,28-08-2022,2.5,4,0,0,R19000051169
30506211.0,Rental unit in Chicago · ★4.68 · 1 bedroom · 1 bed · 2 shared baths,26250043,Justin,0.0,Lower West Side,41.84952,-87.68379,Private room,0.0,2,191,16-08-2022,3.11,4,0,0,R19000051169
30506424.0,Rental unit in Chicago · ★4.60 · 1 bedroom · 1 bed · 2 shared baths,26250043,Justin,0.0,Lower West Side,41.84952,-87.68379,Private room,0.0,2,154,15-08-2022,2.52,4,0,0,R19000051169
30815437.0,Serviced apartment in Chicago · ★4.70 · Studio · 1 bed · 1 private bath,16090300,John,0.0,West Town,41.90300751,-87.67169952,Hotel room,200.0,1,46,03-12-2023,0.87,9,317,22,2220987
30532358.0,Home in Chicago · ★4.25 · 1 bedroom · 3 beds · 2.5 shared baths,691000,Nonya,0.0,West Englewood,41.77595,-87.65479,Shared room,25.0,33,4,16-02-2023,0.08,22,364,1,R17000014173
30536360.0,Rental unit in Chicago · ★4.80 · 2 bedrooms · 2 beds · 1 bath,13005461,Nathan,0.0,Logan Square,41.91639,-87.68823,Entire home/apt,53.0,32,169,12-08-2023,2.76,2,107,5,R20000059268
30816729.0,Serviced apartment in Chicago · ★4.84 · Studio · 1 bed · 1 private bath,16090300,John,0.0,West Town,41.90300751,-87.67169952,Hotel room,198.0,1,57,27-11-2023,0.97,9,0,27,2220987
30817507.0,Serviced apartment in Chicago · ★4.0 · Studio · 1 bed · 1 private bath,16090300,John,0.0,West Town,41.90300751,-87.67169952,Hotel room,205.0,1,13,30-09-2023,0.31,9,319,8,2220987
30537269.0,Rental unit in Chicago · ★4.81 · 2 bedrooms · 4 beds · 1 bath,459291,Silvia,0.0,Irving Park,41.94827,-87.71429,Entire home/apt,175.0,4,75,26-11-2023,1.24,2,342,22,R18000037036
30539151.0,Rental unit in Chicago · ★4.87 · 1 bedroom · 1 bed · 1 bath,222479012,Amanda,0.0,Near West Side,41.877445,-87.665092,Entire home/apt,106.0,3,204,04-12-2023,3.37,1,82,37,R22000076900
30817817.0,Serviced apartment in Chicago · ★4.62 · Studio · 1 bed · 1 private bath,16090300,John,0.0,West Town,41.90300751,-87.67169952,Hotel room,200.0,1,13,10-08-2023,0.33,9,316,6,2220987
30553860.0,Rental unit in Chicago · 4 bedrooms · 5 beds · 2 baths,2764673,Stephen,0.0,Lake View,41.95042,-87.65981,Entire home/apt,364.0,32,2,10-05-2022,0.07,2,298,0,R21000074246
30817981.0,Serviced apartment in Chicago · ★4.73 · Studio · 1 bed · 1 private bath,16090300,John,0.0,West Town,41.90300751,-87.67169952,Hotel room,205.0,1,26,03-12-2023,0.43,9,319,9,2220987
30818719.0,Serviced apartment in Chicago · ★4.82 · Studio · 1 bed · 1 private bath,16090300,John,0.0,West Town,41.90300751,-87.67169952,Hotel room,205.0,1,87,19-11-2023,1.9,9,319,33,2220987
30584824.0,Rental unit in Chicago · ★4.69 · Studio · 1 bed · 1 bath,54076186,Jennifer,0.0,Bridgeport,41.8378,-87.65684,Entire home/apt,67.0,2,254,05-12-2023,4.15,2,185,60,R22000079096
30818831.0,Serviced apartment in Chicago · ★4.75 · Studio · 1 bed · 1 private bath,16090300,John,0.0,West Town,41.90300751,-87.67169952,Hotel room,205.0,1,107,03-12-2023,1.93,9,318,38,2220987
30819025.0,Serviced apartment in Chicago · ★4.65 · Studio · 1 bed · 1 private bath,16090300,John,0.0,West Town,41.90300751,-87.67169952,Hotel room,205.0,1,127,26-11-2023,2.1,9,314,68,2220987
30820481.0,Home in Chicago · ★4.82 · 10 bedrooms · 15 beds · 5 baths,2764673,Stephen,0.0,Lake View,41.94994,-87.66023,Entire home/apt,1136.0,2,85,09-10-2023,1.65,2,269,26,R23000100537
30685450.0,Rental unit in Chicago · ★4.85 · 3 bedrooms · 4 beds · 1 bath,43933909,Nat,0.0,West Town,41.90993,-87.67017,Entire home/apt,170.0,1,53,26-11-2023,0.88,20,0,2,R18000036961
30843280.0,Rental unit in Chicago · ★4.58 · 2 bedrooms · 5 beds · 1 bath,125771,Mary,0.0,Portage Park,41.95784,-87.74516,Entire home/apt,75.0,1,200,31-10-2023,3.32,2,43,28,R23000101398
30687839.0,Home in Chicago · ★4.95 · 2 bedrooms · 2 beds · 1 bath,172229895,Bel,0.0,Lower West Side,41.85491643,-87.65207787,Entire home/apt,99.0,2,292,11-12-2023,4.89,3,282,70,R23000097991
32288005.0,Rental unit in Chicago · ★5.0 · 2 bedrooms · 2 beds · 1 bath,194299805,Shaun,0.0,Avondale,41.93387,-87.7191,Entire home/apt,100.0,32,15,14-10-2023,0.32,2,291,3,0
30854646.0,Rental unit in Chicago · 2 bedrooms · 3 beds · 2 baths,230687632,Marshall,0.0,Lincoln Park,41.92896,-87.64116,Entire home/apt,0.0,32,0,0,0.0,1,0,0,0
32310664.0,Home in Chicago · ★4.71 · 4 bedrooms · 4 beds · 2.5 baths,46639769,Chris,0.0,Near West Side,41.87979,-87.68372,Entire home/apt,385.0,3,28,29-06-2023,0.49,1,83,1,R19000038587
30894435.0,Bungalow in Chicago · ★4.48 · 1 bedroom · 3 beds · 1 shared bath,91186260,Jessie,0.0,Englewood,41.78977,-87.63453,Private room,35.0,32,48,05-06-2023,0.79,7,69,5,R19000037484
32356105.0,Home in Chicago · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,55327009,Loretta,0.0,Edison Park,42.00714,-87.82048,Private room,60.0,30,5,12-08-2023,0.09,1,365,1,R19000038955
30909493.0,Condo in Chicago · ★4.74 · 2 bedrooms · 2 beds · 1 bath,10981313,Aly,0.0,Loop,41.88652,-87.63142,Entire home/apt,176.0,2,128,24-11-2023,2.11,4,0,10,R21000061400
32381296.0,Condo in Chicago · ★4.51 · 2 bedrooms · 2 beds · 1 bath,4478538,Abhineyt,0.0,West Town,41.8979,-87.69129,Entire home/apt,86.0,2,121,04-12-2023,2.06,5,64,3,R22000094842
30928695.0,Rental unit in Chicago · ★5.0 · 1 bedroom · 1 bed · 1 bath,53866147,Maureen,0.0,Lake View,41.94685,-87.64711,Entire home/apt,0.0,32,5,06-05-2019,0.08,1,0,0,City registration pending
30930197.0,Rental unit in Chicago · ★4.82 · 2 bedrooms · 2 beds · 1 bath,169383425,Giancarlo,0.0,North Park,41.98448,-87.73079,Entire home/apt,79.0,2,191,07-11-2023,3.15,1,73,27,R19000037441
32383305.0,Condo in Chicago · 1 bedroom · 1 bed · 1 bath,17878147,Valencia,0.0,Near West Side,41.86011,-87.66088,Entire home/apt,90.0,180,0,0,0.0,1,365,0,0
32389270.0,Rental unit in Chicago · ★4.75 · 2 bedrooms · 3 beds · 1 bath,93947435,Joe,0.0,Humboldt Park,41.89205,-87.70929,Entire home/apt,98.0,2,93,29-11-2023,1.59,2,146,21,R20000053818
30959359.0,Rental unit in Chicago · ★4.88 · 1 bedroom · 1 bed · 1 shared bath,43933909,Nat,0.0,West Town,41.91112,-87.67027,Private room,62.0,1,25,26-11-2023,0.71,20,3,11,R18000036961
30976034.0,Guesthouse in Chicago · ★4.64 · Studio · 1 bed · 1 bath,194587024,Gigi,0.0,Near West Side,41.8824,-87.68145,Entire home/apt,99.0,1,148,23-11-2023,2.93,2,151,43,R19000049575
32406694.0,Rental unit in Chicago · ★4.89 · 1 bedroom · 1 bed · 1 bath,14241347,Ensavi,0.0,Near North Side,41.90199,-87.63148,Entire home/apt,61.0,1,346,13-12-2023,5.9,6,0,61,R22000077922
32428501.0,Condo in Chicago · ★4.88 · 3 bedrooms · 3 beds · 1 bath,2630113,Nikkole,0.0,Logan Square,41.92067,-87.71228,Entire home/apt,123.0,1,105,19-11-2023,1.81,5,81,22,R19000038966
30998638.0,Guest suite in Chicago · ★5.0 · 3 bedrooms · 3 beds · 2 baths,166431078,Brian,0.0,West Town,41.90866,-87.679,Entire home/apt,407.0,3,13,18-09-2023,0.22,1,349,5,R22000078321
32458717.0,Rental unit in Chicago · ★4.87 · 2 bedrooms · 2 beds · 1 bath,172451747,Claudine,0.0,Avondale,41.93253,-87.72369,Entire home/apt,0.0,32,23,25-06-2019,0.39,1,0,0,To follow
31001222.0,Rental unit in Chicago · ★4.72 · 3 bedrooms · 4 beds · 2 baths,7388522,Kevin And Heather,0.0,West Town,41.897764,-87.655612,Entire home/apt,85.0,1,173,06-11-2023,2.9,1,347,26,R21000061827
32459877.0,Guest suite in Chicago · ★4.75 · 1 bedroom · 1 bed · 1 bath,72646499,Humaira,0.0,Austin,41.91525,-87.79559,Entire home/apt,60.0,32,12,25-11-2020,0.21,1,140,0,R19000038756
31037895.0,Rental unit in Chicago · ★4.81 · 4 bedrooms · 5 beds · 1 bath,19645168,Brandon,0.0,Lake View,41.95394,-87.66738,Entire home/apt,200.0,2,102,05-11-2023,1.73,17,0,13,R19000037454
31055263.0,Townhouse in Chicago · ★4.88 · 3 bedrooms · 4 beds · 2.5 baths,14657995,Angie,0.0,Humboldt Park,41.91364,-87.70786,Entire home/apt,500.0,2,57,20-06-2023,0.98,1,320,3,R22000080642
32466949.0,Rental unit in Chicago · ★4.95 · 2 bedrooms · 3 beds · 1 bath,182030137,Larry,0.0,Edgewater,41.98377,-87.67126,Entire home/apt,147.0,4,104,26-11-2023,1.8,1,231,31,R21000075501
31088966.0,Rental unit in Chicago · ★4.69 · 3 bedrooms · 3 beds · 1 bath,232280626,Joe,0.0,West Ridge,41.99867,-87.6964,Entire home/apt,76.0,2,223,06-12-2023,3.79,1,351,38,R22000077682
32467607.0,Guest suite in Chicago · ★4.76 · 2 bedrooms · 3 beds · 1 bath,243917354,Doris,0.0,Roseland,41.70887,-87.61603,Entire home/apt,65.0,2,46,04-06-2023,0.85,1,0,4,R19000038748
31117481.0,Rental unit in Chicago · ★4.99 · 2 bedrooms · 2 beds · 1 bath,232551602,Kirk + Gina,0.0,West Town,41.90085,-87.67306,Entire home/apt,199.0,2,72,23-10-2023,1.2,1,22,5,R23000099425
32501089.0,Condo in Chicago · 1 bedroom · 1 bed · 1 bath,231516337,Nick,0.0,Near North Side,41.90583,-87.63012,Entire home/apt,0.0,180,0,0,0.0,1,0,0,City registration pending
31145289.0,Rental unit in Chicago · ★4.50 · 2 bedrooms · 2 beds · 2 baths,5519986,Jeremy,0.0,West Town,41.89915,-87.66739,Entire home/apt,0.0,32,14,28-10-2019,0.25,2,0,0,R18000024295
32570860.0,Rental unit in Chicago · ★4.97 · 2 bedrooms · 2 beds · 1 bath,37369778,Rubani,0.0,East Garfield Park,41.88409,-87.70338,Entire home/apt,109.0,10,34,20-08-2023,0.64,1,0,2,R19000044397
31153452.0,Rental unit in Chicago · ★4.39 · 3 bedrooms · 3 beds · 2 baths,197437953,Nay,0.0,North Lawndale,41.86629,-87.7168,Entire home/apt,250.0,2,18,08-10-2023,0.3,2,180,1,R23000100000
31195036.0,Home in Chicago · ★4.83 · 1 bedroom · 1 bed · 3 shared baths,217927066,Helen,0.0,Austin,41.88356,-87.76541,Private room,45.0,5,40,12-11-2023,0.68,6,354,7,R22000091615
31195091.0,Home in Chicago · 2 bedrooms · 2 beds · 1 bath,88052222,Adrian & Veronica,0.0,Lincoln Park,41.91294,-87.63611,Entire home/apt,460.0,32,0,0,0.0,4,364,0,0
31211340.0,Tiny home in Chicago · ★4.90 · 1 bedroom · 1 bed · 1 bath,88052222,Adrian & Veronica,0.0,Lincoln Park,41.91415,-87.63639,Entire home/apt,149.0,32,10,14-09-2023,0.19,4,364,3,0
31212546.0,Tiny home in Chicago · ★4.81 · 1 bedroom · 1 bed · 1 bath,88052222,Adrian & Veronica,0.0,Lincoln Park,41.91268,-87.63575,Entire home/apt,149.0,32,16,07-09-2023,0.28,4,352,4,0
31234459.0,Condo in Chicago · ★4.40 · 2 bedrooms · 4 beds · 2 shared baths,22573057,Todd,0.0,Douglas,41.84432,-87.62606,Private room,0.0,2,5,28-09-2019,0.09,2,0,0,R17000014577
32574547.0,Rental unit in Chicago · ★4.76 · 1 bedroom · 2 beds · 1 bath,9360222,Olga,0.0,North Lawndale,41.85596,-87.70748,Entire home/apt,164.0,1,90,12-11-2022,1.55,3,89,0,R21000064647
31290746.0,Condo in Chicago · ★4.84 · 1 bedroom · 1 bed · 1 private bath,57375926,Stewart,0.0,Lake View,41.94385,-87.6497,Private room,75.0,14,77,30-10-2023,1.28,1,76,10,R19000037573
32587185.0,Rental unit in Chicago · ★4.94 · 2 bedrooms · 2 beds · 1 bath,50333985,Gabriel,0.0,Lower West Side,41.85694,-87.67701,Entire home/apt,82.0,2,251,17-12-2023,4.37,2,110,41,R21000068936
31302521.0,Rental unit in Chicago · ★4.78 · 2 bedrooms · 2 beds · 1 bath,234284983,Melissa,0.0,Near West Side,41.88115,-87.68796,Entire home/apt,136.0,1,68,14-07-2023,1.2,1,305,1,R23000107249
32639509.0,Rental unit in Chicago · ★4.98 · 2 bedrooms · 3 beds · 2 baths,245080472,Darshan,0.0,Near West Side,41.87798,-87.65929,Entire home/apt,174.0,2,127,20-11-2023,2.19,3,213,35,R22000078824
31329286.0,Home in Chicago · ★4.92 · 1 bedroom · 1 bed · 3 shared baths,217927066,Helen,0.0,Austin,41.88274,-87.76554,Private room,51.0,5,38,25-10-2023,0.66,6,324,12,R22000091615
32661060.0,Rental unit in Chicago · 3 bedrooms · 4 beds · 2 baths,24388042,DeLuxe,0.0,Near North Side,41.89096,-87.6186,Entire home/apt,699.0,60,1,24-08-2019,0.02,14,358,0,City registration pending
31331564.0,Rental unit in Chicago · ★4.83 · 3 bedrooms · 4 beds · 1 bath,73361372,Igors,0.0,West Town,41.9006,-87.69838,Entire home/apt,207.0,2,78,04-09-2023,1.3,2,142,4,R17000014958
31356183.0,Guest suite in Chicago · ★4.98 · 1 bedroom · 1 bed · 1 private bath,234785808,Tracy,0.0,Rogers Park,42.01288,-87.67219,Private room,91.0,3,79,06-10-2023,1.32,2,0,11,R22000077416
31358755.0,Home in Chicago · ★4.82 · 1 bedroom · 1 bed · 3 shared baths,217927066,Helen,0.0,Austin,41.88246,-87.76522,Private room,39.0,5,48,03-11-2023,0.84,6,0,15,R22000091615
32661089.0,Rental unit in Chicago · ★4.82 · Studio · 1 bed · 1 bath,245574996,Matthew,0.0,Loop,41.88531,-87.62526,Entire home/apt,165.0,3,120,28-06-2023,2.08,6,0,7,R19100091400
31358903.0,Rental unit in Chicago · ★4.83 · 4 bedrooms · 5 beds · 2 baths,228304989,Jie,0.0,Armour Square,41.84987,-87.63486,Entire home/apt,296.0,2,159,10-11-2023,2.68,1,113,28,R21000075011
31392287.0,Rental unit in Chicago · ★4.73 · 2 bedrooms · 2 beds · 1 bath,68970675,Randy,0.0,Humboldt Park,41.90143,-87.71667,Entire home/apt,110.0,2,15,22-10-2023,0.44,2,364,5,R19000049468
32668765.0,Rental unit in Chicago · ★4.55 · 3 bedrooms · 3 beds · 1 bath,173706590,Luis,0.0,Logan Square,41.91786,-87.69892,Entire home/apt,120.0,32,93,10-10-2023,1.6,1,363,16,R22000085810
32669282.0,Guest suite in Chicago · ★4.91 · 1 bedroom · 2 beds · 1 private bath,234785808,Tracy,0.0,Rogers Park,42.01294,-87.6721,Private room,83.0,4,43,24-10-2023,0.74,2,251,14,R22000077416
32693466.0,Loft in Chicago · ★4.90 · 1 bedroom · 3 beds · 1 bath,41767444,Mar & De,0.0,Near South Side,41.85988,-87.62585,Entire home/apt,99.0,32,41,29-06-2020,0.71,4,76,0,R20000055481
32697199.0,Rental unit in Chicago · ★4.92 · 2 bedrooms · 2 beds · 2 baths,182780903,Lilian,0.0,Rogers Park,42.0179,-87.67443,Entire home/apt,193.0,2,25,29-10-2023,0.44,3,364,2,R21000070839
